010101010102020303,1
010101010202020203,1
010101010202030304,1
010101010203030303,1
010101010203030405,1
010101010203040404,1
010101010203040506,1
010101010203050505,1
010101010203050607,1
010101010203060606,1
010101010203060708,1
010101010203070707,1
010101010203070809,1
010101010203080808,1
010101010203090909,1
010101020202020304,1
010101020202030303,1
010101020202030405,1
010101020202040506,1
010101020202050607,1
010101020202060708,1
010101020202070809,1
010101020203030404,1
010101020303030304,1
010101020303040405,1
010101020304040404,1
010101020304040506,1
010101020304050505,1
010101020304050607,1
010101020304060606,1
010101020304060708,1
010101020304070707,1
010101020304070809,1
010101020304080808,1
010101020304090909,1
010101030303030405,1
010101030303040506,1
010101030303050607,1
010101030303060708,1
010101030303070809,1
010101030304040505,1
010101030404040405,1
010101030404050506,1
010101030405050505,1
010101030405050607,1
010101030405060606,1
010101030405060708,1
010101030405070707,1
010101030405070809,1
010101030405080808,1
010101030405090909,1
010101040404040506,1
010101040404050607,1
010101040404060708,1
010101040404070809,1
010101040405050606,1
010101040505050506,1
010101040505060607,1
010101040506060606,1
010101040506060708,1
010101040506070707,1
010101040506070809,1
010101040506080808,1
010101040506090909,1
010101050505050607,1
010101050505060708,1
010101050505070809,1
010101050506060707,1
010101050606060607,1
010101050606070708,1
010101050607070707,1
010101050607070809,1
010101050607080808,1
010101050607090909,1
010101060606060708,1
010101060606070809,1
010101060607070808,1
010101060707070708,1
010101060707080809,1
010101060708080808,1
010101060708090909,1
010101070707070809,1
010101070708080909,1
010101070808080809,1
010101070809090909,1
010102020202020303,1
010102020203030304,1
010102020303030303,1
010102020303030405,1
010102020303040404,1
010102020303040506,1
010102020303050505,1
010102020303050607,1
010102020303060606,1
010102020303060708,1
010102020303070707,1
010102020303070809,1
010102020303080808,1
010102020303090909,1
010202020202030304,1
010202020203030303,1
010202020203030405,1
010202020203040404,1
010202020203040506,1
010202020203050505,1
010202020203050607,1
010202020203060606,1
010202020203060708,1
010202020203070707,1
010202020203070809,1
010202020203080808,1
010202020203090909,1
010202020303030404,1
010202030303030304,1
010202030303040405,1
010202030304040404,1
010202030304040506,1
010202030304050505,1
010202030304050607,1
010202030304060606,1
010202030304060708,1
010202030304070707,1
010202030304070809,1
010202030304080808,1
010202030304090909,1
010203030303030405,1
010203030303040404,1
010203030303040506,1
010203030303050505,1
010203030303050607,1
010203030303060606,1
010203030303060708,1
010203030303070707,1
010203030303070809,1
010203030303080808,1
010203030303090909,1
010203030304040505,1
010203030404040405,1
010203030404050506,1
010203030405050505,1
010203030405050607,1
010203030405060606,1
010203030405060708,1
010203030405070707,1
010203030405070809,1
010203030405080808,1
010203030405090909,1
010203040404040506,1
010203040404050505,1
010203040404050607,1
010203040404060606,1
010203040404060708,1
010203040404070707,1
010203040404070809,1
010203040404080808,1
010203040404090909,1
010203040405050606,1
010203040505050506,1
010203040505060607,1
010203040506060606,1
010203040506060708,1
010203040506070707,1
010203040506070809,1
010203040506080808,1
010203040506090909,1
010203050505050607,1
010203050505060606,1
010203050505060708,1
010203050505070707,1
010203050505070809,1
010203050505080808,1
010203050505090909,1
010203050506060707,1
010203050606060607,1
010203050606070708,1
010203050607070707,1
010203050607070809,1
010203050607080808,1
010203050607090909,1
010203060606060708,1
010203060606070707,1
010203060606070809,1
010203060606080808,1
010203060606090909,1
010203060607070808,1
010203060707070708,1
010203060707080809,1
010203060708080808,1
010203060708090909,1
010203070707070809,1
010203070707080808,1
010203070707090909,1
010203070708080909,1
010203070808080809,1
010203070809090909,1
010203080808090909,1
020202020203030404,1
020202020303030304,1
020202020303040405,1
020202020304040404,1
020202020304040506,1
020202020304050505,1
020202020304050607,1
020202020304060606,1
020202020304060708,1
020202020304070707,1
020202020304070809,1
020202020304080808,1
020202020304090909,1
020202030303030405,1
020202030303040404,1
020202030303040506,1
020202030303050607,1
020202030303060708,1
020202030303070809,1
020202030304040505,1
020202030404040405,1
020202030404050506,1
020202030405050505,1
020202030405050607,1
020202030405060606,1
020202030405060708,1
020202030405070707,1
020202030405070809,1
020202030405080808,1
020202030405090909,1
020202040404040506,1
020202040404050607,1
020202040404060708,1
020202040404070809,1
020202040405050606,1
020202040505050506,1
020202040505060607,1
020202040506060606,1
020202040506060708,1
020202040506070707,1
020202040506070809,1
020202040506080808,1
020202040506090909,1
020202050505050607,1
020202050505060708,1
020202050505070809,1
020202050506060707,1
020202050606060607,1
020202050606070708,1
020202050607070707,1
020202050607070809,1
020202050607080808,1
020202050607090909,1
020202060606060708,1
020202060606070809,1
020202060607070808,1
020202060707070708,1
020202060707080809,1
020202060708080808,1
020202060708090909,1
020202070707070809,1
020202070708080909,1
020202070808080809,1
020202070809090909,1
020203030303030404,1
020203030304040405,1
020203030404040404,1
020203030404040506,1
020203030404050505,1
020203030404050607,1
020203030404060606,1
020203030404060708,1
020203030404070707,1
020203030404070809,1
020203030404080808,1
020203030404090909,1
020303030303040405,1
020303030304040404,1
020303030304040506,1
020303030304050505,1
020303030304050607,1
020303030304060606,1
020303030304060708,1
020303030304070707,1
020303030304070809,1
020303030304080808,1
020303030304090909,1
020303030404040505,1
020303040404040405,1
020303040404050506,1
020303040405050505,1
020303040405050607,1
020303040405060606,1
020303040405060708,1
020303040405070707,1
020303040405070809,1
020303040405080808,1
020303040405090909,1
020304040404040506,1
020304040404050505,1
020304040404050607,1
020304040404060606,1
020304040404060708,1
020304040404070707,1
020304040404070809,1
020304040404080808,1
020304040404090909,1
020304040405050606,1
020304040505050506,1
020304040505060607,1
020304040506060606,1
020304040506060708,1
020304040506070707,1
020304040506070809,1
020304040506080808,1
020304040506090909,1
020304050505050607,1
020304050505060606,1
020304050505060708,1
020304050505070707,1
020304050505070809,1
020304050505080808,1
020304050505090909,1
020304050506060707,1
020304050606060607,1
020304050606070708,1
020304050607070707,1
020304050607070809,1
020304050607080808,1
020304050607090909,1
020304060606060708,1
020304060606070707,1
020304060606070809,1
020304060606080808,1
020304060606090909,1
020304060607070808,1
020304060707070708,1
020304060707080809,1
020304060708080808,1
020304060708090909,1
020304070707070809,1
020304070707080808,1
020304070707090909,1
020304070708080909,1
020304070808080809,1
020304070809090909,1
020304080808090909,1
030303030304040505,1
030303030404040405,1
030303030404050506,1
030303030405050505,1
030303030405050607,1
030303030405060606,1
030303030405060708,1
030303030405070707,1
