010101020202,1
010101030303,1
010101040404,1
010101050505,1
010101060606,1
010101070707,1
010101080808,1
010101090909,1
020202030303,1
020202040404,1
020202050505,1
020202060606,1
020202070707,1
020202080808,1
020202090909,1
030303040404,1
030303050505,1
030303060606,1
030303070707,1
030303080808,1
030303090909,1
040404050505,1
040404060606,1
040404070707,1
040404080808,1
040404090909,1
050505060606,1
050505070707,1
050505080808,1
050505090909,1
060606070707,1
060606080808,1
060606090909,1
070707080808,1
070707090909,1
080808090909,1
