0101,1
010101,1
01010102,1
0101010202,1
010101020202,1
01010103,1
0101010303,1
010101030303,1
01010104,1
0101010404,1
010101040404,1
01010105,1
0101010505,1
010101050505,1
01010106,1
0101010606,1
010101060606,1
01010107,1
0101010707,1
010101070707,1
01010108,1
0101010808,1
010101080808,1
01010109,1
0101010909,1
010101090909,1
010102,1
01010202,1
0101020202,1
010103,1
01010303,1
0101030303,1
010104,1
01010404,1
0101040404,1
010105,1
01010505,1
0101050505,1
010106,1
01010606,1
0101060606,1
010107,1
01010707,1
0101070707,1
010108,1
01010808,1
0101080808,1
010109,1
01010909,1
0101090909,1
0102,1
010202,1
01020202,1
0103,1
010303,1
01030303,1
0104,1
010404,1
01040404,1
0105,1
010505,1
01050505,1
0106,1
010606,1
01060606,1
0107,1
010707,1
01070707,1
0108,1
010808,1
01080808,1
0109,1
010909,1
01090909,1
0202,1
020202,1
02020203,1
0202020303,1
020202030303,1
02020204,1
0202020404,1
020202040404,1
02020205,1
0202020505,1
020202050505,1
02020206,1
0202020606,1
020202060606,1
02020207,1
0202020707,1
020202070707,1
02020208,1
0202020808,1
020202080808,1
02020209,1
0202020909,1
020202090909,1
020203,1
02020303,1
0202030303,1
020204,1
02020404,1
0202040404,1
020205,1
02020505,1
0202050505,1
020206,1
02020606,1
0202060606,1
020207,1
02020707,1
0202070707,1
020208,1
02020808,1
0202080808,1
020209,1
02020909,1
0202090909,1
0203,1
020303,1
02030303,1
0204,1
020404,1
02040404,1
0205,1
020505,1
02050505,1
0206,1
020606,1
02060606,1
0207,1
020707,1
02070707,1
0208,1
020808,1
02080808,1
0209,1
020909,1
02090909,1
0303,1
030303,1
03030304,1
0303030404,1
030303040404,1
03030305,1
0303030505,1
030303050505,1
03030306,1
0303030606,1
030303060606,1
03030307,1
0303030707,1
030303070707,1
03030308,1
0303030808,1
030303080808,1
03030309,1
0303030909,1
030303090909,1
030304,1
03030404,1
0303040404,1
030305,1
03030505,1
0303050505,1
030306,1
03030606,1
0303060606,1
030307,1
03030707,1
0303070707,1
030308,1
03030808,1
0303080808,1
030309,1
03030909,1
0303090909,1
0304,1
030404,1
03040404,1
0305,1
030505,1
03050505,1
0306,1
030606,1
03060606,1
0307,1
030707,1
03070707,1
0308,1
030808,1
03080808,1
0309,1
030909,1
03090909,1
0404,1
040404,1
04040405,1
0404040505,1
040404050505,1
04040406,1
0404040606,1
040404060606,1
04040407,1
0404040707,1
040404070707,1
04040408,1
0404040808,1
040404080808,1
04040409,1
0404040909,1
040404090909,1
040405,1
04040505,1
0404050505,1
040406,1
04040606,1
0404060606,1
040407,1
04040707,1
0404070707,1
040408,1
04040808,1
0404080808,1
040409,1
04040909,1
0404090909,1
0405,1
040505,1
04050505,1
0406,1
040606,1
04060606,1
0407,1
040707,1
04070707,1
0408,1
040808,1
04080808,1
0409,1
040909,1
04090909,1
0505,1
050505,1
05050506,1
0505050606,1
050505060606,1
05050507,1
0505050707,1
050505070707,1
05050508,1
0505050808,1
050505080808,1
05050509,1
0505050909,1
050505090909,1
050506,1
05050606,1
0505060606,1
050507,1
05050707,1
0505070707,1
050508,1
05050808,1
0505080808,1
050509,1
05050909,1
0505090909,1
0506,1
050606,1
05060606,1
0507,1
050707,1
05070707,1
0508,1
050808,1
05080808,1
0509,1
050909,1
05090909,1
0606,1
060606,1
06060607,1
0606060707,1
060606070707,1
06060608,1
0606060808,1
060606080808,1
06060609,1
0606060909,1
060606090909,1
060607,1
06060707,1
0606070707,1
060608,1
06060808,1
0606080808,1
060609,1
06060909,1
0606090909,1
0607,1
060707,1
06070707,1
0608,1
060808,1
06080808,1
0609,1
060909,1
06090909,1
0707,1
070707,1
07070708,1
0707070808,1
070707080808,1
07070709,1
0707070909,1
070707090909,1
070708,1
07070808,1
0707080808,1
070709,1
07070909,1
0707090909,1
0708,1
070808,1
07080808,1
0709,1
070909,1
07090909,1
0808,1
080808,1
08080809,1
0808080909,1
080808090909,1
080809,1
08080909,1
0808090909,1
0809,1
080909,1
08090909,1
0909,1
090909,1
